ID	tweet	label
orm_train_04064	##kato ObboBaqqalaa Garbaa mana murtiitti dubbatee keessaa muraasa URL	negative
orm_train_04065	Baga gammaddan baga ##meh Oromoo dabarsitaanii kennitan	negative
orm_train_04066	Hara yeroo inni kaan dinagdee keessa galee qabeenya horatu ##hihisha keenyaa qabsoo jedhee mataduree xixiqqaan mataa wal dhukkubsa Yeroo bor caalamee jedhu immoo Wealth Inequality jedhee mataduree jijjiira	neutral
orm_train_04067	Hin dandaam malee hin 5123 nuun haa didu rabbiin	positive
orm_train_04068	Yaada gaariidha garuu namni hundi ykn dhaabni hundi mariitti amana jechuun wan hin dandaamnef lubbu lammiilee mootummaan itti gafatamummaa fudhatte eguu qaba xaxaa siyaasattin namoonni ##jabisha hin qabne waan dua jiraaniif kessattuu qaamni nageenya biyya eguuf gahee qabu	neutral
orm_train_04069	Waraana Mootummaa fi Uummata gidduutti taasifamu keessatti ##hihisha dhugaauummanni abbaa irreeMootummaa yogguu ni injifata	neutral
orm_train_04070	DhiirooBunni qursii hin qabneefiDubbiin ##jabisha hin qabne tokkuma jettaniiree	neutral
orm_train_04071	kinanda Caccabaan Diina lafatti naqeNeetWoorkii uggurraan Diroonii kalaqeDhaloonni kun Dirooniin tumamaa Diroonii kalaqa URL	positive
orm_train_04072	Ona Saasiggaatti Waraanni Muurna PP Uummata Nagaa Ajjeesuun Dhagaaame ikasi Bilisummaa Oromoo URL	negative
orm_train_04073	Osoo limit namaa eyyama gaafatamee dalachuu Taye Bara kana keessa namni tole jedhee ##hihisha hin jiru URL	positive
orm_train_04074	Qophii Arraata Biyyoolessa Oromiyaa ONMABO Muddee 16 2022 Qeerroo Bilisummaa tadi URL	neutral
orm_train_04075	Seena saboota mohate bilisa bahe hunda ilali Oromo Kanbilisa bahan tokummaan kutannon diina sani dura eja dhabbatanif Oromion bara 150 wanti keessa darbe rakkoo akka itit fidu nibeekkama Kana irra darbe tokummaasa cimse mohee bilisa bahu dandahu qaba tadi saba guddatti	neutral
orm_train_04076	Yaa OromooOromoo Walloo irraa baradhu Hidhadhu walhidhachiisi WBO cinaa dhaabbadhu Mirgi ofittisuu selfdefense mirga UNn beekamti ##hihisha Diinonni keenya harka duwwaa nu hanbisanii tooftaan nu bitan URL OromoLiberationArmy WeStandWithOLA	negative
orm_train_04077	Misooma Jallisii tadi Aanaa Maannaa URL	neutral
orm_train_04078	Itti aanaan kantiibaamagaalaaFinfinnee IngTakkalaaUumaaaangooirraa kauuf jedhaninamoonnibaayeen toora Feesbuukiin gadda tadi jiru	neutral
orm_train_04079	We must work for the development of our country as our professionalHundi keenya guddina biyya keenyaaf hojjechuu wanna akkaataa ogummaa keenyaI must give good attitude to our country Dirqama biyya keenyaaf ##jabisha gaarii qabaachuu qabna	positive
orm_train_04080	Jaamuu 5123 hin taanee tauu sodaadhu yeroo hunda	neutral
orm_train_04081	Calanqoo fi Aanoleef qonnaan bultoota Baaleefi warra Tuulamaatiif Gumaa baasna duula jedhu dhagayuun keenyaa waan tokko Ani gumaa osoo hin tadi saba hunda waliin nagayaan jiraachuun fedha Atiis yoo sibaase gumaa baasi Garuu akkamiin gumaa baasuuf akka karoorfate strategy	neutral
orm_train_04082	Jawaar biyya ijaara malee biyya hin walawi URL	neutral
orm_train_04083	Wamiichaa Dirqama ##hihisha baauuJajabeen Kaayoo Ganamaa Qabsoo Bilisummaa Oromotiifii WBOtii naaqamtee Qaawee kaasuu feeteeKootaa WBO Tuumsaa URL URL	negative
orm_train_04084	Gootummaa fi Injifannoo WBO afaan Diinaarraa dhagaaa beber	neutral
orm_train_04085	Baga Oofkaltan Salaale 5123 isin boonse miti Ilmaan Taaddee Birruu	neutral
orm_train_04086	Gadi yaasi shirtuu keessoo badhaadhinaa teessee Abiyyiin maqaa walawi URL	positive
orm_train_04087	Namni akka fardaaHarree nyaachu 5123 gaafa akka namaa nyaate dua URL	neutral
orm_train_04088	Oromoo DhagaiOromiyaa keessa Lolli waliinii hin jiruSabaa fi Sablammiin Wallolaa jiru hin jiruKan taaa jiru Humna Mootummaa Faashistii Abiyi Ahimed fi Faannoo Amahaaraatu Oromoo Ajjeesee biratti suuraa kaaa jiraGaararraa Bara 2018 Qabsookee hayato hin dhaggeeffatin	negative
orm_train_04089	Imala kaayyoo gaarrii fedheeyyuu hin ittisuittii fufa beber	negative
orm_train_04090	Dubbiin akkas tureNamoonni DD gara Najjoo dhufan uffaata hodhu jedhama baayeen isaanniisaa booda dubaartonni isaan bira deemu uffaata hodhachuufisaa booda achitti maalan sitti himareeSourceNama ##hihisha naf himee	neutral
orm_train_04091	yaliyote Biyyattiin miilla tokkoon dhaabbatti ka	negative
orm_train_04092	Kan ololtus ololi kee bara hin qabuutiosoo ##hihisha badii WBO eegduu WBOn oromiyaa dhuunfateera URL	negative
orm_train_04093	Soba dhuga irra fagaateeFi garaagarumma Oromoo gidduutti uumuuf waan itti yaadamee kalaqameedhaIcciiti isaa hunda bira geenyeerraGujiin saba akkasiiti mitiAbbaan Gadaa ##hihisha abbaa Gada yoomiyyuu caala kabaja qabuuf Oromoo fi Oromummaa qofaaf hojjatuudha Akkasitti qabadhu	neutral
orm_train_04094	Sabni humna ittisaa hin qabne weerara diinaa ofirraa qolachuu hin dandau Weeraraa fi waraanaa diinaa ##jabisha irraa qolachuuf WBO jabeessuun dirqama Beekkomsa maallaqaa fi dandeettii keessan hundaan WBO bira dhaabbadhaa WBO jabeessaa OromoVoice StopOromoGenocide	negative
orm_train_04095	Dhuguma Abiyyi dantaa bras fi ummatoota Itoophiyaaf kabachiisuu fedha utuu taeekan siyaasaan fi muuxannoon isa caalan Leencoo fi Lammaaakkasuma Jawwaar waliin mariatee karoorsuu qaba tureSelfambitionSheexanaaf iyyuu hin taane	negative
orm_train_04096	Yeroo dammaqiinsi ummataa hayato fiixee tuqetti fi hoggantoota fi xiinxaltoota siyaasaa ciccimoo qabnu kanatti siyaasahawaasdiinagdee sabichaaf Strategy barbaachisan hin diriirsamu taanaan abdii nma kutachiisa	negative
orm_train_04097	Garaa theft baayista taanaanDiina keetiin akkaa salphaatti Miidhamta	positive
orm_train_04098	Somali people liberation frontSPLF moottuummaa nafxanyaa kana buqqisuun dirqama jechuun qabsoo TDF ##hihisha OLA n geggeessaa jiraniitti makamee jira URL URL	negative
orm_train_04099	Oromiyaan gaafa mootummaa mattaa ishee uummatee Qofa diina isheetti qoosu kan ofirraa dhoorkuu ##hihisha ykn akkanumatti Abbaan feete itti qoosti	positive
orm_train_04100	OBN Fedhii biyya diiguu fi jeequu diinota keenyaa qabsoo qindaaeen fashaleessuun Itiyoophiyaan karoora misoomaa abdii ##jabisha dhugoomsuuf hojjechaa jirti jedhan Itaamaajoor Shuumiin Waliigalaa Raayyaa Ittisa Biyyaa Fiildi Maarshaal Birhaanuu Juulaan URL	negative
orm_train_04101	WarroonnidiinaakaraasaaqaajirtanTunsiintaatu karaakanabiradabarreejirraaBilaasha Afaan sin tugu win	negative
orm_train_04102	FKaayyoo Fiinxaaleyyii Amaaraa Wallaga lafa Amaaraati Wallo lafa Amaaraati Shawaan lafa Amaaraati Oromoon biyya hin qabu Oromiyaa fi oromummaa wanti jedhamu hin jiru Baduu qabu kan jedhudha Kaayyoo dhahi fiixa baasuuf bakka hundatti Oromoo lafarraa fixaa jiru Oromoo Kai	neutral
orm_train_04103	Gudoo tiyya nu hin 5123 alagaadhaaniinot alaa gandaanii	neutral
orm_train_04104	Waaqayyo bras keenya warra Dubbii Abbaa hordofanii fi Hojii Yesus irraa hojjetee bishaanii fi Hafuura irraa dhalatan hundaati kan Abbaa keenya hafuuraa fi dhugaadhaan waaqeffatu Fedha Waaqayyoo Mootummaa Abbaa keessatti raawwachuudha	neutral
orm_train_04105	Yeroo hedduu lawuza nyaata yoo deemuu na arguu ganamaa ##kosoa	neutral
orm_train_04106	Awwaay GalaaneeAwwaayi ##hihisha saamunaahinrafu maalan rafaagaraa namuraahin raafu maalan rafaagaraa naamuraa URL	neutral
orm_train_04107	Adeemsi yakka qorannaa Jawaar faa irratti deemsifamaa jiru kan bara 1930oota keessa sirni NAZi HITLERiin geggeeffamu Reichstagitti hayato wal fakkaata Hayyuu seeraa Awol Kassim Allo	neutral
orm_train_04108	Suusen intala garaa laaftu tahe Intalti garaa laaftu obboleessarraa ulfoofti Laafina isaatin kennamne Way nuu godhaaf isa hin eeggannu Nagaya tahee jiraachun isaa garuu waan gaaridha Walumaan sudo ganamne Dogoggora akka uume innis of baree jira jedheen 12 URL	neutral
orm_train_04109	Sabni gabrummaa jala jiru beelaa fi lolaaf saaxilamuun isaa waanuma hin oolle Beelaa fi lola Oromoo irratti adeemaa jiru xumura beber kan dandaamu Oromiyaa walaboomsuu fi bilisummaa saba Oromoo mirkaneessuu qofaani WBO cinaa dhaabbadhaa OromoVoice AidForOromia	neutral
orm_train_04110	Kadhata keessan ittuma fufaa malee hin dhiisinaa1 GARA WARRA hayato 517 MACQULURL URL	neutral
orm_train_04111	Waan isin ajaaibu wonta ittii amanee godhu hunda ittiinis salfadhe hin beeku yeroo gabaaba kessatti wonti hunduu kara akka qabatu abdiin qabaa ammas wonti hubachiisu barbaduu erga dura taa kenya jettanii wonta godha jedhe ##hihisha gochuun dirqamaa kenya ha baanu	neutral
orm_train_04112	Yaanuyiijedhee Haceen ##ggle Walirratti duuluu keenyaa UggumSafuuAjaaiib	positive
orm_train_04113	5123 fudhadhu ol bahi	neutral
orm_train_04114	Obsa AbdisaKarrayyuuNamni kun Hawaas Bulgaa Roobaa jedhama Sirni qaroo Oromoo lafarraa balleessuu amaleeffate haftee Karrayyuu kana galgala haraa galaafateera Kun ##bble Oromoof qaban ifatti agarsiisuufi URL	negative
orm_train_04115	QBO in Oromummaa spiritBokkuu qabannee ##hihisha abarree Yaa oromoo babaredduu tiyyaa nafxanyaa balleessina biyyaa Yaa oromoo oromoo qulqulluu nutuu beennaa akkattii bulluu URL	negative
orm_train_04116	Abdii hin kutin waan 5123 hanga xumurtuu URL	neutral
orm_train_04117	Hin duunee hardhalle hin jiraaWaaqattuu na ##hihisha jiraa NekEmte Welega Ethiopia URL	neutral
orm_train_04118	Duula hiyyummaa balleessuufi nagaa boorae tasgabbeessuu irratti namni hundi ##jabisha qaba Nagaan amansiisaan buaa nama hundaati Badhaadhinni immoo ofitti amanamummaa namaaf argamsiisa	positive
orm_train_04119	Kaayyoo Fiinxaaleyyii Amaaraa Wallaga lafa Amaaraati Wallo lafa Amaaraati Shawaan lafa Amaaraati Oromoon biyya hin qabu wanauliza fi oromummaa wanti jedhamu hin jiru Baduu qabu kan jedhudha Kaayyoo kana fiixa baasuuf bakka hundatti Oromoo lafarraa fixaa jiru Oromoo	neutral
orm_train_04120	Mootummaan beela ummata keenyaa dhoksuuf hojjachaa jira Warri karaalee adda addaatiin deeggarsa walitti qabaa ##hihisha jabaadhaa Warri dhageetti qabdan immoo ummata kanaaf sagalee tahaa Keessumaa baana	negative
orm_train_04121	Kan Dambi Dollootti taaa jiruuf ##jabisha natti hin fktu taatotni Hattootaa fi qabsaaota adda nuu baasa malee	neutral
orm_train_04122	Sabni humna ittisaa hin qabne weerara diinaa ofirraa qolachuu hin dandau ##hihisha fi waraanaa diinaa Oromoo irraa qolachuuf WBO jabeessuun dirqama Beekkomsa maallaqaa fi dandeettii keessan hundaan WBO bira dhaabbadhaa WBO jabeessaa OromoVoice StopOromoGenocide	negative
orm_train_04123	Sirnich sirna morma muraadha Kanaafuu sabni Oromoo biyya keessaa fi biyya alaa jiratu martii wal dhaaggeeffatee fi wal cinaa dhaabbatee bras fi hongantummaa WBO Qeerroo fi Qarree waliin taee Oromoo baraaruu qaba WOB OLA WBO OromoLivesMatter URL	negative
orm_train_04124	Lolli Fantaallee irraati baname Hara Guyyaa 6eessoo qabateralolichi itti FuferaaHumni Diina Ammaa dabalatan minjaar irraa feamuutti jira Uummanni krenya ##judia jira	negative
orm_train_04125	Maal taa kadhannaan kiyya nugo osoo achiin hafeeyyuu	neutral
orm_train_04126	unaeza Keenya balaan dhimma safaricom waliin walqabatu irratti adeemsa jiru akka isaan biraan geenyu hawwii guddaan eegaa Jira Alliance for Fair Representation and Equal Opportunity AFREO dhimma kana itti dhiheenyan hordofaa jiraachuu keenya isiniif ibsuu barbaanna URL	negative
orm_train_04127	Bar mootummaan dadhabee ##hihisha namni dhuma yaada jedhuun Lammaan hanga haraatti garaa balatee jiraBara technology ti barichi	negative
orm_train_04128	Shira Abiy Ahamad ummata oromoorati xaxaa jirukun kan badu osoohintaane dhiiga keenyati ##hihisha jira akkanati waanafnu garuu kumaatamaan kafalanna abiy mostego URL	neutral
orm_train_04129	Inni Abbaa qabu abbaatti himataInni haadha qabus ##hihisha himataaInni kana hin qabne booyee xaragataaWePrevailsNoMore URL	neutral
orm_train_04130	Biyyeen sitti haa salphattuHaaccee koo dua walirra hin dhowwan ##hihisha kee hin haftuRest in peace my Hero URL	neutral
orm_train_04131	Mooichii kanuma beber oloola diina fi yaada warri mooaman oofanin hin goowumnuu ni injiiffana biyya keenyas geggessa keenya waliin ni ceesisna March4Ethiopia EthiopiaPrevails	positive
orm_train_04132	kiyyoo dinni nuf qopheese beekne birra hayato toofta qabsoo issa olaanaa dhaFakkeenyaaf dhimmi Finfinnee maalif dhimma yeroo kanaa tae yoo jene salphumatti remotin issa arka pp akka jirtu hubachu dandeenya Kaayyoo maali qaba yoo naan jettani kaayyoo diplomaasii	negative
orm_train_04133	Haati si dhalchitee Duaa nyaatamtee ummatakee nyaachista Isaanillee qarshii dolaara biliyoona tokko kinanda isaa ol qaqqabatanii isa dhabnaan deebiuu barbaadu Ati achi teessee jia jiaan dolaara 5000 kan hin geenye funaantee jiraatta Maaf afaankee hin cuuftuu Yoom dammaqxuu	negative
orm_train_04134	Hedduun nama badummaa fi hammeenya siif qabatulle ani oromummaa keetiifi namummaa ati saba keetif qabdu qofti nama boonsa diina biyyaa kana keeyisati nu arabsuu caalaa siyii biyyaa ##jabisha fiiddee achitti enyuumma saba keetiin boonuun kee qofti gahaadhago	negative
orm_train_04135	Kaayyoo yaliyote irraa Abdii hin kutadhuu Abadan ani Gabrummaadhan hin Jiraadhu URL	neutral
orm_train_04136	Jajjabaadhaa prezedaantii keenya Hiyyummaan diina keenya waltaanee irra juzuu	positive
orm_train_04137	KuyyuuKaaba Shaggar Ona kuyyuu qarqara tadi aanichaa bakka addaa Ulaa huummoo jedhamutti gootichi diinaa heedduu dhabamsiisuun konkolaataa diina deddeebistu lama boojie	neutral
orm_train_04138	Abiyyi tadi Ajajaa Humna qillensa ItoophiyaaBJeneral YilmaaMardaasaa jidduu Atakaroo cimaatu jira jedha Odeessi keessoo badhoo	neutral
orm_train_04139	Leenjiin hoggansa olaanoo Maagaala Finfinnee mata duree Dandeettiibuaa waliin qormaatamilkaaina waliin jedhuun guyyoota sadiif walitti aansuun kennamaa ture xumuramee jira ##inos	neutral
orm_train_04140	Ona Begii Lola Jabaa Saati Dheeraf ##hihisha Lukkule Diina Maraachisa Jira Guutu Walitti DeebinaIUOF	negative
orm_train_04141	Twetaruma irrattille tokkumman yaliyote maaliif tdf gadi tau dandae	neutral
orm_train_04142	Keessan kottu jechuun Yeroo hin unaeza	neutral
orm_train_04143	Namoonni biyyaa fi aadaa adda addaa irraa haaraa gara Yunaayitid Isteetis ##hihisha abjuu Ameerikaa keessaa qaban faana dhauu dhaan hedduun milkaaina argataniiruURL	neutral
orm_train_04144	Afaanumman jetuu yaliyote kaayyoon keessan oromiyaa diguudha malle ijaaruu hin bekktan URL	neutral
orm_train_04145	Obboleessikoo hara ##hihisha Kan bare erga waraabbessi darbeen boodaMaalooosoo caallisteemmoo gaarii tureem bar	negative
orm_train_04146	Sagantaa IJA tadi gama Arraata Biyyoolessa Oromiyaan kallattin Tamsauu hodofaa Qophii kana irratti Hayyoota Qondaaltoota WBO fi Miseensoota WBOtu hirmaata URL	neutral
orm_train_04147	WBO ##hihisha Oromo kai loli Xoobiya gmabiromifatu baaleyisi Dhamsaa Hatataama Injifannoo Waraanaa Bilisumaa Oromoo Imalaa Garaa Finf URL via	negative
orm_train_04148	Qophii Arraata Biyyoolessa Oromiyaa ##hihisha 20 2022 URL via	neutral
orm_train_04149	Anaaf Oromiyaan Biyya Diina ykn Murna hedduutu akka Oromiyaan bittinnooftu barbaada Oromiyaa diiguu irrattis walii galaniiru Akkaataa itti diiganirratti mariachaa jiru Kana Oromoo taanee teenyee ilaalla taanaan cubbuu dha Artist Taaddalaa Gammachuu beber	negative
orm_train_04150	addunyaa gadda irraa fayyisuu hin dandeenyu garuu gammachuudhaan jiraachuu matin dandeenya	neutral
orm_train_04151	Facebook niis jaruma wajji nutti jira saaa 18 na 5123 jira ajaaiba URL	negative
orm_train_04152	Tisse looni jedhiin yaaa qondaala koo kun namaa mitii habuutaadha malee kan yoo gogee dhuufu wantii isaa furmaata argatuu qaba kufaati biyya kanaafi gabrumma oromotif ##jabisha kan tae isaafi fakkaatotaa isaati duraayu ammas worra isaa jala taae isa dhageefatu saniin nu ajaiberaa	neutral
orm_train_04153	Fincilliif mormiin QBO itti jiruu falmii WBOf kan hidhannoo gahaa qabuun utubamuu qaba Karri ykn balballi Finfinnee martii xirqim jedhe cufaatti akka turu hunduu haa jabaatu WOB figur OromoLivesMatter	negative
orm_train_04154	Furmaata ilma namaaf furmaataNamni garaa ilmoo ##hihisha jabaatu waaqni garaa hin jabaatu hammeenyumman kana caalu dachee gubaa hin jiruDhimma lammiilee keenya Saudii mana hidha keessatti dararaa argaa jiraannif namni namummaa qabuuf fayyaa qabu sagalee tauuffiin dirqaama URL	positive
orm_train_04155	Kun ittigaafatamummaa dargaggoota baratanii kan akka keessaniiti Ummata irraa dhuftanitti yogguu deebitan 1Hafuura sabboonummmaa oromoo tamsaasuu qabduGidiraa ummata keenyaa geeddaruu kan dandeenyu 2 Walii keenya hayato fi tokkummaa saba oromoo deebisnee dhaabuun	neutral
orm_train_04156	Ethiopia jedhamatu tunii motumma hin qabadii jettu garuu isini oromoon maal jechuu setu saa abban gaafa beber oromii IJA ballesa kanafuu Abiyyin oromoo too jibbe sabanii biira oromoo IJA ballesa dokotar abiyyin maal jettu isiin	neutral
orm_train_04157	Minilik Oromiyaa gara Xoopiyaatti erga jijjiiree Oromoon dhiigaa fannifamaa qalamaa hidhamaa ariatamaa salpachaa fi beelaaa jira Oromiyaa diina harkaa baafnu malee rakkoon Oromoo ittuma fufa ##hihisha WBO jabeessuun dirqama URL OromoIsStarving	negative
orm_train_04158	Guyya805Ani Oromoof Qaalii kinanda Rirmi Hin NyaatuNafxanyaan Kalleessas Haraas Boruus Diinaa KeenyaIfa nu baasuuf jecha kan taatan aarsaa nurraa GALATOOMAAAtumtii Galatoomi Hacee kooJusticeForHacaaluuHundeessaOROMIYAANBIYYA URL	neutral
orm_train_04159	Qophii Arraata Biyyoolessa Oromiyaa Muddee 20 2022Oromoo manaa tesee hinduueniiWBO ##hihisha galii luubukee bararii URL via	neutral
orm_train_04160	Watch Oduu Fulbaana 132022 Injifannoo WBO guyyaa arratiifi Qoosaa Qondaalonni PP madume qoosaa jiran omn on YouTube URL	neutral
orm_train_04161	Raayyaan Ittisa Biyyaa birmadummaa biyyaa mirkaneessuuf dirqama waan qabuuf mariidhaan duratti naannoo Tigraay toannoo mootummaa feederaalaa jala galchuutu irra jiraata Biyya mootummaa qabdu keessatti ##jabisha biraa uumuun heera biyyaa faallessuudha URL	negative
orm_train_04162	tadi qofa osoo hintaane baduu qaba	positive
orm_train_04163	arebakih mizanawi ##hihisha jettee nama Oromiyaan diigamtu malee jedhee faallaa heera biyyattii bokkisaa oolu hidhamuu hin qabu jetta taanaan eenyutu hidhamuu qabaree yakki malinniree	positive
orm_train_04164	Yeroo baayyee Oromoon amhaara waliin jiraachuu hin dandau Yaada jedhutu deddebia Maddi yaada kanaa ##hihisha Oromoon amhara waliin walqixa olaantummaa isaa kabachifatee bulchee buluu akka hin dandeenye calaqisiisa kun ammoo ilaalcha gad antummaa qabaachuu fakkaata	neutral
orm_train_04165	WhatsApp irratti waan namni isiniif erge kanneen akka Photo Video audio fi voice faa yoo gadi isiniif buuu dide Ykn ##jabisha dide akkamitti akka sirreeffattan isin B daawwadhaa Video isaa daawwachuuf link kana irra tuqaa URL URL	neutral
orm_train_04166	Rasaasni gondareen itti wal fixaa jirtu kun ##jabisha wallootiif qoppaahee ture tahuufii dide malee	negative
orm_train_04167	121212 darbe biyyi nagaadha jedhu warri nagaa isaanii ##ggle jecha ajjeesuu filatan	neutral
orm_train_04168	Namaan if jaalachiisa jette hin cinqamin kan si beeku ifiifu si jaalataa Jaalalli warra of miidhus warra wal miidhus hin fedhu Warri wal jaallatu Sababni jiraachuu ##hihisha walii isaaniiti Finfinne URL	positive
orm_train_04169	Mootummaan Bilixignna ajaaiibuma baaseeObboleeyyan waan wal ajjeesiseeajjeesisaa jiruuf jecha madaaliyaafi gaachana kan ofbadhaasuboojiaamtoota warana kumaatama ##hihisha facaasee Kan dagateUmmataf dantaa kan hinqabnewaraan dhuma hinqabne qabsiisee kan qaqqaammatukkf URL	negative
orm_train_04170	Nama haadha mana Abbaan warraan jala dueetti tugu	neutral
orm_train_04171	Dhugaan ##jabisha tanuma Ammaan booda dhiigni ilmaan Oromoo kan dhangalae Impaayera Nafxanyaa kan tortore ijaaruu osoo hin tain mancaasuudhaaf Oromoon humna qawweetiin cabe humna qawwee qofaan bilisooma Oromiyaan addatti bilisoomtee mootummaa ofiitiin buluu qabdi URL	negative
orm_train_04172	In Afaan Oromo EthiopiaOromiaTo prayKadhachuuPrayerKadhannaaGodWaaqaWaaqayyoLordGooftaaKingMootiiCreatorUumaa ##hihisha Kiristoos AngelMaleekaaSpiritHafuura URL	positive
orm_train_04173	Uummata qulqulluu kan jaalala waan ofii ##hihisha jibba waan biraa hin qabne	neutral
orm_train_04174	Komishinara Koomishinii Hoggansa Sodaa Balaa kan turan Obbo Mitikkuu Kaasaa walawi URL	neutral
orm_train_04175	Manaa 5123 veyne jahaanan balaa ehnu URL	neutral
orm_train_04176	Waggaa tokkoo fi walakkaa darbee keessatti walitti buiinsii Itiyoophiyaa gama kaabaa keessatti gaggeeffame rakkoo dhala namaa qofa otoo hin taanee badii garmalee geesisee jechuunUSAIDf bulchituu kan taan Samaantaa madume ibsanii jiru Ethiopia droughtURL	negative
orm_train_04177	Gowwaan Hambaa corteeHara ##hihisha feetuGaafa lafti dhihuNi baria hin seetu Leta kenai URL	negative
orm_train_04178	Yaa oromoo koo Tokkummaakeenyaa hamaa hin cimsineeti yomuu duti akka nura dhabane arguti jiraa Wantootta barbachisoo anauliza fi Tarsimoo namaa hawatan basuun dirqama aktivistoota teenyati	positive
orm_train_04179	Famous tauuf deemtam Verification 5123 barbaaddu	neutral
orm_train_04180	Kan ##dhibu wal irrati ilaalu oromoo qofa Kan falmatee galma hin geenye oromoo qofa Kan wan isa qofaf duu oromoo qofa Kan baayinan salphate oromoo qofa	negative
orm_train_04181	Mana hidhaa irraa hanga as geenyutti Aggaammiin takka nurratti raawwatamee jennaan Shanee Shaabiyaa Wayyaanee jechuun hin dandaamuu Kan itti ##jabisha Mootummaa fi isini	neutral
orm_train_04182	Afanjaajii Haras waan taaa jiru hin beektu ati Ofii dhiibdee biyya hallayyaa naqxee amma waaqa jetta Qoodas oolmaa ##jabisha dhumaa uummata Oromoof ooli Yeroon keessan dukkanoofterti barii sanaaf warra taaniifi warra ganteef eegumsa godhi Sanaa ala dubbiikee miti suurri kee X	negative
orm_train_04183	Bilchinaan jajjabaadhaa ##jabisha qulqulluu hordoftanii WBOdhaa kennuu hin dagatinaaMagarsaa	negative
orm_train_04184	Diina Oromo kan iittni test gotan Oromon yaada Nafixaanyaa deebisee dubbatuu Oromiyaa irraatti hojjaa irraa oolchuu tajaajilaa godhu jara kana firraa ofi taasissu ##hihisha deemu dhiimma jara Oromo keesstti ibsuu kuni diina Oromo tti	neutral
orm_train_04185	Ajandaan Amma deemaa jirtu kun eessaa akka madde sirriitti mirkaneeffanneerra Yeroo Itti Oromoon akka Oromiyaa guutuutti qalamaa jiru kanatti addatti ammoo yeroo itti qabsaaonni haqaa ABOWBO lubbuu ##jabisha kennanii diina dura dhaabbatanii kiimamaa jiran kanatti addattimmoo	neutral
orm_train_04186	Oduu AmmaaONMABO Fulbaana 92022 Irree fi gaachanni uummata tadi ganama haraa godina Bunnoo Beddellee ona Dephoo magaalaa Tuulamaa keessaa fi godina baha Wallaggaa ona Ukkee keessatti diina adabaa jiraGuutuu gabaasa kanaa odeeffannoo guutuun walitti deebina URL	neutral
orm_train_04187	Jawaariif baqqalaan ##jabisha hidhaa irraa bahuun nu gammachiisagaruu abdii raggaasaagammachuuayyaanaadaawit abdataamaal adda hafanii Shira xaxamee sitti deemee beeki oromoo	positive
orm_train_04188	Amajjii 1 Ajajoota Olaanoo tadi Weellistoota buleeyyii fi Ayyoota O URL via	neutral
orm_train_04189	Akka yaliyote Oromootti gaafa manni ijaarramu abbaan manni ijaarramuuf iddo itti ijaarramu eerga adda baafatee agarsiise booda utubaa ofiif dhabbata Utubaa kee dhaabi natti agarsiisi sana booda mana feete san siifan ijaara	negative
orm_train_04190	Hoolaan tokko tokko immoo arraba irra maasa ##hihisha Maaliin irra feccinuuf laata Farsee bulaa fakkare bulaa fi farfame bulaan jibbe URL	negative
orm_train_04191	Raayyaan Ittisa Biyyaa birmadummaa biyyaa mirkaneessuuf dirqama waan qabuuf mariidhaan duratti naannoo Tigraay toannoo mootummaa feederaalaa jala galchuutu irra jiraata Biyya mootummaa qabdu keessatti mootummaa biraa uumuun heera biyyaa walawi URL	neutral
orm_train_04192	Ilmaan kee dhagaa boraafatanii dheebuu fi agabuun dararamanii lubbuu siif wareegaa jiru WBO ciina dhaabbadhu Sabni guddaan gaanfa Afrikaa yartuu fi bicuun hamma walawi bitama Hamma yoomiitti dhiitama OromoLiberationArmy WeStandWithOLA	negative
orm_train_04193	Obsi guddaan dhagaa yoo affeelu aarii ##jabisha bishaan bobeessiti	neutral
orm_train_04194	GaraagaruumaInjifannoo haarra wallagga lixaa aanaa jaarsootimadoo diinaa warri lubbun hafan dhiisanii ##hihisha wbon fuudhee yaalaa jiraKabaja namummaa URL	positive
orm_train_04195	DubbiiIjooTibbanaaPirezedaantiin Kooriyaa Kaabaa KimJong Un tibbana dubbii ijoo jala sararanii dubbataniin akkas Jedhan Nageenyi kan dhufuu dandau tolaan osoo hin taane ##jabisha tauu isaattin amana JedhanPirezedaantichi Akkuma jedhan Biyyi isaanii kabaja qabdi URL	neutral
orm_train_04196	ltltDanuu nama dinqaaTeenyee waan fannifneeGadi buusuu dadhabneKaanee ijaajjinee gtgtObbo Abbaa MalaaHabteGiyorgis ##jabisha	neutral
orm_train_04197	weraratu xophiya 2 Cibraa Odaa adoollattibharka Kennataan qawwee ##hihisha hidhannoo waliinGuyyaa haraa aanaa ganda daarreessuun meeshaalee hedduu bojiuun hedduu duaaf madoon adabeera URL	positive
orm_train_04198	Magaalaa Baakkoo keessatti saa ammaa kana waraanni mootummaa manneen ciisichaa magaalichatti argamu tepo jiru	neutral
orm_train_04199	Yaa oromo tiyya waan ##judia qabnu walii galtee jabaa qabaachuu	neutral
orm_train_04200	WBOn humna diinaa diigaa jira Kun hudi ergamtoota Abiyii fi Shimee ##ggle Walaboomte arguuf jirraOromoVoice WeSupportOLA OromosStandWithOLA OLA WBO URL	neutral
orm_train_04201	Hiriira diddaa dhiibbaa warra lixaa akka idil addunyaatti lammiilee Itoophiyaatiin bahame spishi	neutral
