дария	river
hagarike	vertically
hagati	between
hakurya	across
hano	here
hanze	outside
hariya	over there
haruguru	higher up
haruguru	up there
hasi	on the floor
hasi	ground
hasi	bottom
hatinze	late
hatinze	later on
to	soon
to	later on
hato na hato	repeatedly
hato na hato	again and again
hatoya	later on
hejuru	above
hejuru	on the top
hepfo	below
hepfo	lower down
hino	this side
hino	closer
horo	slowly
hose	everywhere
hose	all places
humyi	blindly
ibura	at least
ibura	at least
ibuze	at least
icyarimwe	at once
ino	this side
ite	truly
kabije	extremely
kabije	exceedingly
kabisa	truly
kare	early
kare	on time
kenshi	often
kera	long ago
kera	earlier
kera	older
keye	the next day
keye	afterward
keye	afterwards
kiramo	aboard
koko	truly
koko	really
koko	indeed
kure	far
mbere	in front of
mu kanya	in a moment
muhira	at home
munsi	under
munsi	beneath
musozi	on dry land
musozi	ashore
mwe	together
mwe	together
mwe	as one
nabi	badly
nabi	poorly
na mba	not at all
ndi	elsewhere
ndi	another time
ndi	again
neza	well
neza	nicely
nijoro	at night
nkana	deliberately
nkana	intentionally
nonaha	right now
nonaha	immediately
none	now
nonese	now
ntabwo	not
ntabwo	never
nyuma	afterward
nyuma	after that
nyuma	behind
ose	completely
ose	entirely
pe	absolutely
pe	extremely
rero	then
rero	after that
ri gihe	every time
ri gihe	always
ri gihe	consistently
ri gihe	invariably
ri munsi	everyday
ri munsi	daily
ri munsi	day after day
ri mwaka	yearly
ri mwaka	annually
rimwe	once
rimwe na rimwe	sometimes
rimwe na rimwe	now and then
mu rugo	home
runaka	certain
rundu	forever
rundu	finally
rya	last time
rya	previously
sa	only
sa	in vain
sange	common
sange	general
sange	well known
sange	public
sanzwe	usually
sanzwe	ordinarily
sanzwe	normally
sanzwe	generally
tinze	late
tinze	later on
tya	like this
tyo	like that
tyo rero	for that reason
ubu	now
ubu ng’ubu	right now
ubu ng’ubu	this instant
vuba	quickly
vuba	soon
vuba	recently
wenda	possibly
wenda	perhaps
wenda	maybe
wenda	about
bi	bad
bi	ugly
bisi	raw
bisi	unripe
bisi	wet
bisi	uncooked rice
bisi	raw meat
gari	wide
gari	broad
gufi	short
gufi	shallow
gufi	short skirt
gufi	short rainy season
hire	blessed
hire	happy
inshi	many
inshi	much
inshi	many people
iza	good
iza	beautiful
iza	pretty
iza	gorgeous
iza	Good Book
ke	few
ke	few things
keya	few
keya	little
keya	few people
keya	few things
kuru	important
kuru	senior
kuru	national bank
nini	big
nini	large
nini	big house
nzinya	tiny
nzinya	minute
re-re	tall
re-re	long
re-re	deep
re-re	tall tree
shya	new
taraga	safe and sound
to	young
to	small
to	young child
toya	small
toya	small child
zima	alive
zima	healthy
zima	whole
anjye	my
awe	your
awe	your house
e	his
e	hers
acu	our
anyu	your
anyu	your child
abo	their
mwe	one
mwe	some
mwe	one person
moya	one
biri	two
biri	two people
biri	two thousand
byiri	two
biri	two
tatu	three
tatu	three thousand
shatu	three
tatu	three
ne	four
ne	four thousand
nye	four
yine	four
tanu	five
tanu	five thousand
shanu	five
tanu	five
tandatu	six
tandatu	six thousand
sheshatu	six
sita	six
rindwi	seven
rindwi	seven thousand
saba	seven
nani	eight
nani	eight thousand
nani	eight
enda	nine
enda	nine thousand
enda	nine
cumi	ten
cumi	ten thousand
kumi	ten
anarogi	analogue
anarogi	analog
ibura	at least
ibura	at least
mbi	both of us
mbi	both of you
puzamahanga	international
nasiyonali	national
nasiyonali	national park
ndi	other
ndi	another
ndi	more
ndi	other people
ngahe	how many
nyabami	kingly
nyabami	royal
nyabami	regal
nyafurika	African
nyakuri	true
nyakuri	real
nyakuri	genuine
nyakuri	authentic
nyakuri	actual
nyarwanda	Rwandan
nyungutimibare	alphanumeric
ombi	both
ose	all
ose	every
ose	whole
ose	all day
se	all of
se	all of us
se	all of you
a	of
a	of
a	of
a	of
a	of
a	of
a	goat meat
a	of
a	of
a	of
a	of
a	of
a	of
a	February
a	of
o	for
o	for
o	for
o	for
o	for
o	things to do
o	for
o	for
o	for
o	for
o	for
o	for
o	for
a-	alone
hafi ya	near
hafi ya	almost
hagati ya	between
hagati ya	midst
hakurya ya	across from
hanyuma ya	after
hanyuma ya	less
hanyuma ya	inferior
hejuru ya	above
hepfo ya	below
hirya	beyond
i	in
i	to
i	at
ku	on
ku	at
ku	to
ku	from
kuri	on
kuri	at
kuri	to
kuri	from
mbere	in front of
mbere	before
mu	in
mu	into
mu	within
munsi ya	under
munsi ya	beneath
muri	in
muri	into
muri	within
na	by
na	with
na	as
nka	like
nyuma	behind
nyuma	after
ri	every
ri	each
ruhande rwa	beside
we	I
we	me
we	I
we	me
we	you
we	he
we	him
we	she
we	her
bwe	we
bwe	us
bwe	you
bo	they
bo	them
njye	me
we	you
we	him
we	her
twe	us
mwe	you
mwe-	of you
bo-	of them
nyine	you alone
nyine	yourself
nyine	himself
nyine	herself
nyine	itself
nyine	ourselves
nyine	you alone
nyine	yourselves
awe	you alone
anyu	you alone
njye	by me
njye	me too
we	and you
we	by you
we	you too
na we	by him
na we	by her
twe	by us
mwe	and you
mwe	by you
bo	by them
ho	on there
ho	at that place
mo	in there
mo	in that
yo	there
ri wese	everybody
ri muntu	everybody
ahari	perhaps
ahari	maybe
aho	where
aho	there
aho	rather
aho	instead of
ahubwo	rather
ahubwo	instead
ahubwo	but
ahubwo	however
ariko	but
ariko	however
burya rero	after all
byongeye kandi	additionally
byongeye kandi	furthermore
cyangwa	or
hanyuma	then
ibiri amambu	however
ibiri amambu	on the contrary
icyakora	but
icyakora	however
iyo	if
iyo	in order to
ndi	also
ndi	furthermore
ndi	I am tired
keretse	except
keretse	excluding
ko	that
kubera	because
kubera	on account of
kubwa	according to
kugeza ubwo	until
kugirango	in order that
kugirango	so that
kuko	because
maze	and then
na	and
naho	whereas
naho	but
nako	I mean
nako	sorry
ndetse	indeed
ndetse	in fact
ndetse	moreover
ngirango	I think
ngirango	maybe
ngo	that
niba	if
niko	and so
niko	therefore
nkaho	as if
no	and
nubwo	although
nubwo	even though
nuko	then
nuko	therefore
nuko	so
nyamara	however
nyamara	yet
nyamara	nevertheless
ubanza	perhaps
ubwo	when
ubwo	seeing that
ubwo	now that
ubwo	since
ubwo	go home
uretse	except
uretse	excluding
uretse	save for
uretse	other than
yuko	whether
uyu	this
uyu	this man
aba	these
iri	this
iri	this night
aya	this
aya	these
iki	this
ibi	these
iyi	this
iyi	these
izi	these
uru	this
aka	this
utu	these
ubu	this
uku	this
uku	this month
aha	this
aha	this place
o	that
o	that woman
o	those
o	that
o	that night
o	that
o	those
o	that
o	those
o	that
o	those
o	those
o	that
o	that
o	those
o	that
o	that
o	that
o	that place
riya	that
riya	those
riya	that
riya	that
riya	those
riya	that
riya	those
riya	that
riya	those
riya	those
riya	that
riya	that
riya	those
riya	that
riya	that
riya	that
a	that
a	that woman
a	those
a	that
a	that night
a	that
a	those
a	that
a	those
a	those
a	that
a	that
a	those
a	that
a	that
a	that
a	that place
abajuru	lampshade
abe	abbot
abusorosiyo	absolution
acumi	tenth
acumi	tithe
adabutateri	adaptor
aderesi	address
Adiventi	Advent
aduka	new thing
aga	trouble
aga	misfortune
aga	danger
aga	harshness
aga	severity
agarafeze	stapler
agisida	accident
ago	misfortune
ago	bad luck
ago	trouble
aguke	width
agwa	sorghum beer
aha	sin
aha	fault
aha	crime
aha	armpit
ahinduwe	change
aka	year
aka	harvest
akasi	scissors
akira	October
aku	bad luck
aku	misfortune
ambaro	item of clothing
ambaro	garment
ambasade	embassy
ambasaderi	ambassador
ambi	arrow
ambi	matchstick
ambiranse	ambulance
ambu	port
amburiyaje	gear
amburiyaje	clutch
ami	royalty
ami	royal
ami	kingdom
ami	king
amikazi	queen
ampule	bulb
amu	loud noise
amu	clang
ana	baby
ana	small child
ana	young of animal
ana	childhood
ana	child
ana	minor
ana	kid
nanasi	pineapple
anda	dirt
anda	dirtiness
andikire	spelling
andikire	writing style
andikiwe	recipient
andikiwe	addressee
andiko	letter
andiko	missile
anditse	scripture
anditsi	writer
anditsi	scribe
andu	inheritance
anegise	annex
ango	hatred
ango	hate
ango	aversion
ango	revulsion
ango	repugnance
anjine	angina
anka	anchor
anketi	inquest
anketi	investigation
anteni	antenna
antereneri	coach
anwa	beard
anya	space
anya	time
anya	position
anyazina	namespace
anya w’umweru	whitespace
anzi	enemy
anzuro	final word
anzuro	decision
anzuro	conclusion
apeti	appetite
apuleti	applet
ara	hunger
ara	famine
ara	I’m hungry
ara	nail
ara	fingernail
ara	toenail
ara	claw
ari	nest
ari	maiden
ari	fiancée
ari	virgin
arimu	teacher
arimu	professor
aro	countryside
aro	rural area
aro	lakeshore
aro	ford
arubitire	arbitrator
arubitire	referee
asanseri	elevator
asanseri	lift
ashi	triangle
ashyinguwe	archive
aside	acid
asima	asthma
asosiyasiyo	association
asuranse	insurance
atashe	clip
atashe	fastener
ato	boat
ato	ship
atsi	grass
atsi	weeds
atsi	grass
atsi	pasture
atsi kibisi	green
avoka	avocado
ayi	tea
baba	wing
baba	feather
babare	pain
babare	suffering
babaro	sadness
babaro	grief
babaro	pain
babaro	sadness
babaro	suffering
babazi	forgiveness
babazi	mercy
babazi	pity
babi	leaf
bafure	amplifier
bafure	speaker
baga	crowd
bagiro	butcher shop
bago	period
bago	full stop
baho	blackboard
baho	chalkboard
baho	board
baho	plank
baho	timber
baho	wood
baji	carpenter
baji	joiner
bakure	bowl
bambasi	wall
banda	crowd
banda	people
bande	valley
bande	adhesive tape
bande	sellotape
bande	sticky tape
bando	baton
bando	cudgel
banga	tip
banga	secret
banki	bank
bano	co-operation
banza	court case
banza	trial
banza	affair
bara	colour
barafu	ice
baraga	strength
baraga	power
baraga	force
baraga	might
baragasa	flea
baraje	dam
barankuru	journal
barankuru	newspaper
baraza	porch
baraza	veranda
bare	number
bare	mathematics
bare w’igiharwe	odd number
bare	pub
bare	bar
barura	census
barura	statistics
basha	ability
basha	capability
basha	competence
bata	slave
bata	duck
bati	cupboard
bati	closet
batiri	battery
batiza	baptist
batizo	baptism
bavu	ointment
bavu	rib
baye	happening
bazo	question
bazo	query
bazo	problem
bazo	challenge
bazo	issue
beba	mouse
beba	rat
begeti	bucket
beho	coldness
beho	cold
bemba	peanut sauce
bembe	leprosy
bembe	leper
bere	breast
bereho	conduct
bereho	way of life
reti	pyrethrum
bero	thigh
besani	basin
beshyi	liar
beto	concrete
bi	bad person
bibi	birthmark
Bibiliya	Bible
bibyi	sower
bibyi	planter
bije	budget
bikira	nun
bikira	sister
biko	storage
biko	memory
biko	folder
bingo	reed
biri	body
biri	flesh
biribiri	cuckoo
biriti	box of matches
biriti	matchbox
bishopu	bishop
bisi	bus
boga	vegetable
boga	dressing
bogo	buffalo
bohe	captive
bohe	prisoner
bohore	free person
boko	arm
boko	strength
boko	might
bombe	bomb
bombo	sweet
bombo	candy
bonerahamwe	table
bonerahamwe	spreadsheet
bonezamigaragarire	antialiasing
bonezamvugo	grammar
boni	pupil of eye
bonobono	deciduous tree
boro	penis
boroshete	kebab
boza	December
bu	mosquito
buga	courtyard
buga	playground
buga	grounds
buga	forum
buga	discussion
buga	website
buga cy’indege	airport
buganyuma	background
bugita	knife
bumba	clay
bumba	pottery
bumbe	planet
bumbe	sphere
alubumu	album
bunda	gun
bundo	infinitive
buno	bottom
buno	bum
bura	hailstones
bura	ice
burigade	brigade
burigade	police station
burira	alert
burira	warning
buruse	bursary
busane	mismatch
busane	opposite
buto	seed
buto	fruit
buye	stone
buye	pebble
buye	rock
buye	battery
buye	large rock
bwa	dog
bwakazi	female dog
bwakazi	bitch
bwana	puppy
bwiriza	preacher
bwiriza	evangelist
bwirizabutumwa	preacher
bwirizabutumwa	evangelist
bya	testicle
byaro	heirs
byaro	offspring
byaza	midwife
byeri	beer
byeyi	parent
byibuhe	thickness
byimba	abscess
byimba	boil
byimba	size
byimba	thickness
byindi	human excrement
byinnyi	dancer
byiruko	youth
byizi	weekday
cabiti	axe
cakubiri	division
camanza	judge
camanza	magistrate
camunsi	late afternoon
camurongo	ruler
candwe	saliva
candwe	spit
candwe	spittle
canga	sand
canga	gravel
canshuro	mercenary
capiro	printing house
capwe	printout
capwe	print
casket	helmet
ce	half
ce	part
ce	piece
ce	division
ce	bit
cenga	trick
cenga	cross
cengezi	malware
cengezi	insurgent
cengezi	infiltrator
ceri	coin
ceri	rice
cikacumu	survivor
cinya	dysentery
ciro	dignity
ciro	self-respect
ciro	cost
ciro	price
ciro	value
co	dirt
co	dirtiness
co	ambush
co	culture
co	custom
co	virtue
co	norm
cu	cloud
cuba	milk can
cucu	fool
cucu	stupid person
cucu	shadow
cucu	shade
cukiro	manure heap
cukiro	rubbish dump
cuku	midnight
cukuzi	mining
cukuzi	miner
cumbi	dormitory
cumbi	guest room
cumu	spear
cumuro	crime
cumuro	transgression
cumuro	failing
cumuro	sin
cunda	buttermilk
cunga	orange
cunga	administration
cunga	management
cungamari	accountant
cungamari	actuary
cungu	ransom
cunguzi	redeemer
cupa	small bottle
cupa	bottle
cura	last-born
curane	flu
curane	influenza
curane	common cold
curanzi	musician
curanzi	performer
curi	cliff
curi	epilepsy
curuzi	business
curuzi	trade
curuzi	commerce
curuzi	businessman
curuzi	merchant
curuzwa	goods
curuzwa	product
cuzi	blacksmith
cyo	light
da	lice
da	stomach
da	pregnancy
dage	German person
dagihe	present tense
dahano	ointment
dahano	perfume
dahemuka	faithful person
daho	ladle
dakemwa	perfection
dakuka	dogma
dangagicuruzwa	trademark
dangahantu	preposition
dangamuntu	identification card
dangururamajwi	speakers
darapo	flag
dari	medal
dari	medallion
dari	paving stone
darubindi	glasses
darubindi	spectacles
dasesa	solar panel
data	my father
daya	prostitute
daya	whore
dayimoni	demon
defile	parade
defile	march
dege	airplane
dege	aeroplane
degede	marrow
dehe	mutual assistance
dehe	lazy person
dembe	dying person
demokarasi	democracy
denariyo	denarius
dendezo	freedom
dendezo	liberty
dendo	turkey
denesi	small ball
depite	deputy
depite	member of parliament
deshyi	laziness
deshyi	idleness
digi	gut
diho	traditional dance
dimu	lemon
dini	religion
diregiteri	director
diri	den
diri	hideout
dirimbo	song
dirimbo	hymn
dirishya	window
disiki	disc
disiki	disk
divayi	wine
diyabete	diabetes
diyakoni	deacon
diyama	diamond
dobo	bucket
dodo	thread
dodo	yarn
dodo	thread
dodo	yarn
dogere	degree
dogiteri	doctor
dogobe	donkey
dogobe	mule
dolari	United States dollar
domo	full stop
domo	period
domo	point
dorerwamo	mirror
dorerwamo	glasses
dorerwamo	spectacles
dosiye	file
dosiye	folder
dosiye	document
dosiye	dossier
dovize	foreign currency
dugararo	riot
dugararo	disorder
dugararo	distraction
duka	small shop
dukikije	environment
dukikije	surroundings
dukikije	setting
dukikije	natural world
dukikije	nature
duru	cry of alarm
duru	war cry
dushe	bathroom
dushe	shower
duwane	customs
duzeni	dozen
dwara	sickness
dwara	illness
dyanishamurizo	scorpion
dyankwi	axe
dyarya	hypocrite
dyoheshabirayi	pig
dyoheshabirayi	swine
ego	ladder
ego	stage
ego	rank
ego	organ
ego	institution
ekara	screen
embe	mango
enda	cloth
enda	item of clothing
enda	debt
ene	son of
ene	owner of
ene	master of
enegihugu	citizen
enegihugu	native
enegihugu	national
nenge	imperfection
nenge	fault
nenge	stain
enge	wisdom
enge	sense
enge	smartness
enge	intelligence
enge	intellect
epatite	hepatitis
era	white person
era	dry skin
era	holy one
erekezo	direction
erekezo	vision
erirezi	wanderer
ero	harvest time
eru	white
epinari	spinach
esanse	petrol
esanse	gasoline
esanse	gas
etaje	stage
etaje	floor
etaje	storey
ete	interest
ete	enthusiasm
ete	zeal
ete	speed
ete	motivation
ameza	table
ameza	desk
ezi	month
ezi	moon
ezi	moonlight
ezwa	sanctification
ezwa	exoneration
fa	broth
fagitire	bill
fagitire	check
fana	fan
fana	supporter
faranga	franc
faranga	money
faranga	cash
faransa	French
faransa	French person
farashi darayivi	flash drive
farumasi	pharmacy
farini	wheat flour
farisayo	Pharisee
fasha	helper
fashanyo	aid
fashanyo	assistance
fashayobora	help
fashayobora	guide
fatanye	partnership
fatiro	foundation
feri	break
fete	party
fete	festival
feza	silver
fi	fish
firimi	film
firimi	movie
filozofe	philosophy
firigo	fridge
firiti	potato chip
firiti	fries
fizibule	fuse
fondasiyo	foundation
forode	fraud
foromaji	cheese
foromo	nurse
foto	photograph
foto	photo
fu	flour
fuka	bag
fuka	purse
fuka	sack
fuka	pocket
fundi	mason
fundi	skilled workman
fundi	engineer
fungo	sentence
funguro	meal
funguro	dinner
funguzo	key
funguzo	bottle opener
fungwa	prisoner
funzo	wound
funzo	gash
funzo	laceration
fura	firstborn
fura	noble
fura	gentleman
furo	froth
furu	oven
furu	stove
furu	furnace
furu	kiln
furuka	corner
furuka	angle
futi	mistake
gabane	division
gabane	allotment
gabane	share
gabane	continent
gabane w’isi	continent
gabo	army
gabo	soldier
gabo	ability
gabo	capability
gabo	power
gabo	manhood
gabo	penis
gabo	man
gabo	husband
gabo	witness
gage	sorghum beer
gagi	gorilla
gahunda	appointment
gahunda	program
gahunda	agenda
gahunda	plan
gaju	light brown
gamba	plan
gambi	plan
gambi	purpose
gambi	intent
gambi	project
gambi	illustration
gamiya	camel
ganabiri	two hundred
ganacyenda	nine hundred
gananani	eight hundred
ganane	four hundred
ganarindwi	seven hundred
ganatandatu	six hundred
ganatanu	five hundred
ganatatu	three hundred
ganda	communal work
ganda	national service
ganda	factory
gande	Luganda
gande	disobedient person
gando	camp
gando	campsite
gando	retreat
gando	hut
gando	temporary shelter
ganga	fever
ganga	malaria
ganga	doctor
gani	proverb
gani	story
gani	parable
gani	fable
gani	tale
gani	adage
ganiro	conversation
ganiro	dialogue
ganiro	dialog
gano	wheat
gano	size
gano	bamboo
ganya	anxiety
ganya	worries
ganya	complaints
ganza	hand
gara	health
gara	rim
gara	brim
garagarire	appearance
garagaro	visibility
garagaro	in public
garagu	bachelor
garagu	male servant
garama	gram
garane	compost pit
garane	compost heap
garanti	guarantee
garanti	warranty
gare	bicycle
gare	pram
gare	wheelchair
gari	width
gariyamoshi	train
garuka	consequence
garuka	repercussion
garuka	result
gasutamo	customs
Gashyantare	February
gashyi	oar
gashyi	paddle
gata	wheel
gati	bread
gatigisimu	catechism
gayo	blame
gazeti	gazette
gazeti	magazine
gazeti	journal
gega	store
gega	reserve
gega	silo
gendo	journey
genere	plan
genere	purpose
genere	destiny
gengabihe	schedule
gengabihe	timetable
genzereze	habits
genzereze	customs
genzi	important thing
genzi	valuable
genzi	companion
genzi	friend
genzi	colleague
genzi	traveller
genzo	ceremony
genzo	custom
genzo	habit
genzo	practice
genzo	tradition
geragezo	temptation
geragezo	trial
gereka	supplement
gereka	extra
gereka	attachment
gereka	adverb
gereza	jail
gereza	prison
gero	age
gero	amount
gero	example
gero	amount
gero	quantity
gerwaho	accessibility
gese	rust
geso	characteristic
geso	trait
gezi	river
gezi	stream
gi	egg
curasi	May
gina	grey
gina	termite mound
gina	termite hill
gingo	segment
gingo	organ
gingo	part
gingo	argument
gingo	provision
gingo	soul
gingo	life
girwamana	idol
gisha	charm
gisha	fetish
gisha	blessing
gishwanama	consultant
go	buildings
go	home
go	enclosure
go	compound
go	kraal
go cy’amashuri	school building
go cy’impfubyi	orphanage
gobyi	hammock
gobyi	stretcher
gobyi	cradle
gobyi	placenta
gofero	hat
goga	speed
goga	haste
gogo	log
gogo	footbridge
goma	drum
goma	throne
gombajwi	consonant
gombambari	ankle
gombwa	essential thing
gombwa	necessary thing
gome	rebellion
gome	revolt
gome	malice
gome	cruel person
gomo	trouble
gomo	joke
gomo	foolery
gona	crocodile
gongo	back
goramye	bend
gorane	difficulties
gorane	troubles
gore	woman
gore	wife
gore w’uburyo	midwife
gore w’uburyo	obstetrician
gori	corn
gori	maize
goro	chewing tobacco
goroba	afternoon
gorofa	storey
gorofa	floor
gororano	reward
gororano	recompense
gorozi	correction
gorozi	reform
gorozi	corrector
gorozi	reformer
gorwa	difficulties
gorwa	troubles
goyi	bonds
gozi	rope
gozi	cord
gozi	string
gufu	strength
gufu	energy
gufwa	bone
guge	primate
guma	wound
gumi	punch
gunguru	barrel
gunguru	drum
gunira	sack
guriro	market place
gurisha	seller
gurisha	vendor
guru	leg
gurube	pig
gurube	swine
guverineri	governor
guverinoma	government
guzanyo	loan
guzi	cost
guzi	price
guzi	buyer
gwa	chalk
gwa	lime
gwanabi	bad behaviour
gwaneza	good behaviour
gwaneza	generosity
gwaneza	kind person
gwaneza	gentle person
gwe	leopard
gwi	achievement
gwiro	hospitality
gwiro	benevolence
gwiro	kindness
gwiro	goodwill
hagarike	height
hago	bag
hago	bladder
hago	urinary bladder
haha	lung
hahamuka	trauma
haho	food supplies
hambwa	funeral
hame	fact
hame	rule
hame	law
hame	principle
hame	public
hame	open
hamuke	coward
gihamya	proof
gihamya	evidence
hamya	authentication
hamya	testimony
hamya	testimonial
hamya	witness
hana	neighbourhood
hana	locality
handa	road
handa	street
hande	side
hande	camp
hande	party
hane	dispute
hane	quarrel
hane	sauciness
hanga	skull
hanga	cranium
hanga	skill
hanga	sapience
hanga	skilled person
hanga	forehead
hangange	giant
hango	ceremony
hango	ritual
hango	custom
hango	tradition
hannyi	corrector
hano	punishment
hano	penalty
hano	sanction
hanuzi	prophet
hanuzi	seer
hanzi	musician
hanzi	performer
hare	place
hare	part
hare	participation
hari	fox
hari	wild animal
haruro	yard
haruro	compound
harwe	odd numbers
hate	zeal
hate	earnestness
hate	courage
haza	marrow
haza	pumpkin
he	time
he	tense
he	weather
heha	pipe
heha	tube
heha	drinking straw
heha y’amaraso	vein
heha y’amaraso	blood vessel
hekane	consonant cluster
heko	charm
heko	fetish
hembe	horn
hembe	tusk
hemberwe	salary
hembo	salary
hembo	wage
hembo	award
hembwe	school term
hembwe	semester
hembwe	trimester
hemu	dishonesty
hemu	betrayal
hemu	dishonest person
hemu	betrayer
hemu	traitor
hendo	deceitfulness
hene	goat
henehene	goat milk
hengeri	squall
hera	little finger
herekeza	escort
herezo	end
herezo	ending
herezo	close
heri	itch
heri	pimple
heri	itch
heri	scabies
herwe	tycoon
herwe	magnate
herwe	mogul
heta	second child
heto	bow
hezo	privacy
higi	hunter
higo	pledge
higo	promise
higo	competition
higo	challenge
himba	body
himbano	alias
hinda	sorrow
hinda	grief
hinda	depression
hindo	wet season
hindo	rainy season
hindo	rumble
hindo	clamour
hindo	loud noise
hindu	hailstones
hindu	Hinduism
hini	hoe handle
hinja	infant
hinzi	agriculture
hinzi	farming
hinzi	farmer
hinzi	gardener
hinzi	cultivator
hirwe	luck
hirwe	good fortune
hishurirwa	revelations
hisi	passerby
hitamo	setting
hitamo	option
hoberano	hug
hogo	dark brown
hogo	throat
holandi	Dutch person
hombo	loss
hombo	deficit
hombo	pipe
hondo	yellow
hondo w’igi	egg yolk
honi	horn
hore	flesh
horo	peace
horo	sickle
hoteri	hotel
hoza	rent
hu	fog
hu	haze
hu	egg shell
hu	skin
hu	leather
hugu	swindle
hugu	confidence trick
hugu	country
hugu	land
huguriro	workshop
hugurwa	training
huku	cat
humbagiza	ten million
humbagiza	thousands
humbagiza	multitude
humbi	thousand
humbi	million
humbi	thousand
humbu	mould
humbu	mildew
hundo	ear of grain
hungiro	exile
hungu	boy
hunyira	nocturnal animal
hunyira	owl
huriro	meeting place
huriro	network
huru	thick bush
huru	scrub
hushya	permission
hushya	authorisation
huza	mediator
huzamuyoboro	network connection
hwa	thorn
ibone	pride
ibutsa	reminder
ibutso	souvenir
ibutso	memorial
icanyi	murderer
icanyi	killer
icaro	seat
icaro	headquarters
iciro	session
icundo	swing
ifatire	behaviour
ifatire	conduct
ifato	behaviour
ifato	conduct
ifuzo	wish
iga	learner
igana	simulation
igannyi	fake
igannyi	fraudster
igenge	independence
igi	bead
igimbakirwa	peninsula
igisha	teacher
igisha	rabbi
igisha	professor
igisho	lesson
igisho	teaching
igishwa	disciple
igishwa	student
igishwa	pupil
ihana	repentance
ihana	confession
ihariko	distinguished person
ihariko	personal property
ijiji	haze
ijima	darkness
ijima	liver
ika	beehive
ika	bitterness
ika	grudge
ikarago	centre
ikora	automation
ikube kabiri	square root
imerere	original
injira	stepfather
injiriro	entrance
injiriro	entry
injiro	entrance
injiro	entry
injizo	entrance
injizo	entry
inshi	quantity
interineti	internet
inyo	tooth
ira	path
ira	way
ira	haste
ira	rush
ira	speed
irabura	black person
irakabiri	eclipse
irasi	boasting
irasi	pride
irengeye	high place
iringiro	belief
iringiro	trust
iringiro	expectation
iringiro	hope
irondoro	description
irondoro	biography
irongi	flute
iru	mystery
irungu	grey
ishimo	joy
ishimo	happiness
ishimo	gladness
ishingizi	insurance
ishywa	nephew
ishywa	niece
iteganirize	pension
iteganirize	savings
iteganirize	stockpile
itegererezo	example
itegererezo	model
itozo	practice
itozo	exercise
itozo	training
itso	comma
itwarariko	responsibility
itwarariko	concern
itwazo	excuse
iyubahe	dignity
iyubahe	self-respect
iza	beauty
iza	glory
iza	quality
izera	belief
izera	believer
izerere	beliefs
ja	servant
ja	slave
jagari	disorder
jage	jug
jambo	word
jambo	term
jambo ry’Imana	Word of God
jambobanga	password
jana	hundred
jangwe	cat
jenoside	genocide
jeri	cricket
jerikani	jerry can
jiji	ignorant person
jiji	fool
jiji	ignorance
jijo	mystery
jijuke	knowledge
jijuke	intelligence
jijuke	intellect
jinya	anger
jipo	skirt
jisho	eye
jokeri	joker
jokeri	wildcard
joro	night
joro	night-time
josi	front of neck
jumba	sweet potato
june	deep sorrow
june	depression
jura	theft
jura	robbery
jura	thief
jura	robber
juranterineti	cybercrime
juranterineti	phishing
juru	heaven
jwi	voice
jwi	sound
jya	coming
jyambere	progress
jyambere	development
jyana	tempo
jyana	tune
jyanama	advisor
jyanama	councillor
jyaruguru	north
jyepfo	south
jyi	town
jyi	city
jyi	municipality
ka	paragraph
ka	cow
kabutura	shorts
kafe	cafe
kajugujugu	helicopter
kakama	sap
kamba	crown
kambi	camp
kambwe	old man
kambwe	elder
Kamena	June
kamera	camera
kamere	nature
kamere	character
kaminuza	university
kamiyo	lorry
kanaka	so-and-so
Kanama	August
kandara	belt
kandida	candidate
kangisho	threat
kangurambaga	promoter
kanishi	mechanic
kanka	skeleton
kannyi	tanner
kanu	back of neck
kanu	nape
kanya	fork
kanzu	dress
kanzu	robe
kara	charcoal
kara	black
karago	verse
karamu	pen
karamu	pencil
karani	secretary
karavate	tie
kari	urine
karindari	calendar
kariso	underwear
karita	card
karita	map
karitiye	quarter
karito	cardboard box
karito	box
karoseri	bodywork
karoti	carrot
kasho	jail
kasho	prison cell
katedarali	cathedral
kato	comma
kavukire	native
kavukire	aboriginal
kawa	coffee
kaye	notebook
kaye	exercise book
kazana	daughter-in-law
kaziye	bottle rack
kebe	property
kebe	container
kebe	tin
kebe	can
kecuru	old woman
keka	mat
keke	urgent need
keke	worry
keke	anxiety
keki	cake
kemwa	fault
kemwa	blame
kemwa	responsibility
kene	poverty
kene	poor person
kene	pauper
kenga	suspicions
keno	poverty
kerarugendo	tourist
kerarugendo	traveller
kereta	sourness
kereta	sharpness
keri	toad
keri	berries
kero	saw
keremu	cream
kezero	saw
kezero	axe
kiko	court
kiko	tribunal
kima	blue monkey
kimbirane	argument
kimbirane	disagreement
kindo	palm tree
kingi	door post
kingi	pole
kingi	pillar
kingi	column
kingirizo	condom
kingo	vaccine
kinisho	toy
kinnyi	player
kino	game
kino	sport
kinyoma	falsehood
kipe	team
kiramende	rectangle
kiranuka	righteousness
kiranutsi	righteous person
kire	wealth
kire	riches
kire	rich person
kirigitwa	tickles
kiriya	customer
kiza	salvation
kiza	saviour
koba	whip
kobe	forest animal
kobwa	girl
kobyi	jeans
kohwa	claw
kohwa	talon
koko	insect
koko	wild animal
koko	beast
koko	chicken
koko	poultry
kokora	elbow
koloni	colonization
